"","work","collection"
"1","502_Т. Л._Разговор : Стихотворение Ив. Тургенева (Т.Л.)","nlr"
"2","502_Т. Л._Разговор : Стихотворение Ив. Тургенева (Т.Л.)","rsl"
"3","502_Т. Л._Разговор : Стихотворение Ив. Тургенева (Т.Л.)","rozanov"
"4","523_NA_Чортовы салазки : [Стихотворение]","nlr"
"5","523_NA_Чортовы салазки : [Стихотворение]","rsl"
"6","524_И… К…_Ода в похвалу прекрасного пола : (Читано на пикнике 4 февр. 1845 г.) / Соч. И.... К.......","nlr"
"7","525_Коленковский А._В память кончины ее императорского высочества великой княгини Александры Николаевны. Соч. Александра Коленковского. / 2-е изд.","nlr"
"8","526_NA_Прощанье","nlr"
"9","527_Языков Н.М._Стихи на объявление памятника историографу Николаю Михайловичу Карамзину : (Посвящаются А.И. Тургеневу)","nlr"
"10","527_Языков Н.М._Стихи на объявление памятника историографу Николаю Михайловичу Карамзину : (Посвящаются А.И. Тургеневу)","rsl"
"11","530_Антипин И._Молитва русских людей / соч. калужского купеческого сына Ивана Антипина.","nlr"
"12","530_Антипин И._Молитва русских людей / соч. калужского купеческого сына Ивана Антипина.","rsl"
"13","534_Егор Валерьянов_Господам старшинам, членам и гостям Московского немецкого бюргер-клуба приветствие... Валерьянов : От швейцара Егора Валерьянова : [Стихотворение]; Егор. ... на 1846 год.","nlr"
"14","535_Россиянин_Россия : Очерк могущества и торжества : [В стихах] / [Россиянин]","nlr"
"15","535_Россиянин_Россия : Очерк могущества и торжества : [В стихах] / [Россиянин]","rsl"
"16","536_Глинка С._Призыв души к любви небесной : [Стихотворение] : По случаю кончины вел. кн. Елисаветы Михайловны, супруги владет. герцога Адольфа Нассауского 1845 янв. 16 / [Изд. Рус. вестн. Сергей Глинка]","nlr"
"17","536_Глинка С._Призыв души к любви небесной : [Стихотворение] : По случаю кончины вел. кн. Елисаветы Михайловны, супруги владет. герцога Адольфа Нассауского 1845 янв. 16 / [Изд. Рус. вестн. Сергей Глинка]","rsl"
"18","537_Глинка С._Сердечное желание его имп. высочеству вел. кн. Александру Александровичу в 17 день марта 1845 года и навсегда : [Стихи] / [Издатель Рус. вестника Сергей Глинка]","nlr"
"19","537_Глинка С._Сердечное желание его имп. высочеству вел. кн. Александру Александровичу в 17 день марта 1845 года и навсегда : [Стихи] / [Издатель Рус. вестника Сергей Глинка]","rsl"
"20","569_NA_О человече внимай .. : [Стихотворение]","nlr"
"21","573_Ф.П._Святый Николай чудотворец архиепископ Мирликийский : [В стихах] / Соч. Ф.П.","nlr"
"22","573_Ф.П._Святый Николай чудотворец архиепископ Мирликийский : [В стихах] / Соч. Ф.П.","rsl"
"23","573_Ф.П._Святый Николай чудотворец архиепископ Мирликийский : [В стихах] / Соч. Ф.П.","cz_slk"
"24","584_Голишев Н._Стихи свободному художнику Кондратью Кондратьевичу Ежову","nlr"
"25","607_Егор Валерьянов_Господам старшинам, членам и гостям Московского немецкого бюргер-клуба приветствие... Валерьянов : От швейцара Егора Валерьянова : [Стихотворение]; Егор. ... на 1847 год.","nlr"
"26","613_Павлов С._На крещение его императорского высочества великого князя Владимира Александровича","nlr"
"27","614_Анисим_Анисим. Господам старшинам, членам и гостям Московского купеческого собрания на 1848 год : [Стихотворение]","nlr"
"28","618_Гейнике Р._На новый 1848-й год усердное приношение почтенным г. г. членам Большого гражданского общества от преданного им буфетчика Роберта Гейнике : [Стихотворение]","nlr"
"29","619_NA_Брюссов карманный оракул, или Новая гадательная книжка для любителей и любительниц предугадывать судьбу свою : (В стихах) : Сост. по новой методе.","nlr"
"30","621_NA_Поздравление разнощиков афиш санктпетербургских театров, с новым 1848 годом.","nlr"
"31","624_Вяземский П._Святая Русь : Стихотворение К[н]. П. Вяземского, изданное в пользу Второй Адмиралтейской школы","nlr"
"32","624_Вяземский П._Святая Русь : Стихотворение К[н]. П. Вяземского, изданное в пользу Второй Адмиралтейской школы","rsl"
"33","624_Вяземский П._Святая Русь : Стихотворение К[н]. П. Вяземского, изданное в пользу Второй Адмиралтейской школы","rozanov"
"34","624_Вяземский П._Святая Русь : Стихотворение К[н]. П. Вяземского, изданное в пользу Второй Адмиралтейской школы","us_harvard"
"35","641_Шереметевский П.В._Новый год М. DCCLXLIX : [Стихотворение]","nlr"
"36","642_Ростопчина Е._Донна Мария Колонна-Манчини : [Стихотворение] / [Соч.] Гр. А.П. Ростопчиной. ","nlr"
"37","642_Ростопчина Е._Донна Мария Колонна-Манчини : [Стихотворение] / [Соч.] Гр. А.П. Ростопчиной. ","rsl"
"38","642_Ростопчина Е._Донна Мария Колонна-Манчини : [Стихотворение] / [Соч.] Гр. А.П. Ростопчиной. ","us_harvard"
"39","643_Спасский Я._На кончину Натальи Александровны Ефремовой : [Стихотворение]","nlr"
"40","644_Леде М._Голос из-под облаков на землю : [Стихотворение]","nlr"
"41","645_NA_Новая ворожея, или Надписи на картах : [В стихах]","nlr"
"42","646_Марсов А._Стихотворение А. Марсова [Святая Нина, просветительница Грузии]","nlr"
"43","649_Глинка Ф._На смуты Запада; Два дива: [Стихи]","nlr"
"44","650_Берг Н._Деревня : Стихотворение Н. Берга","nlr"
"45","655_Фирке И._Почтеннейшим господам членам малого танцевального собрания от карточного слуги Ивана Фирке с Новым 1849 годом : [Стихотворение]","nlr"
"46","656_NA_Высокопочтенным господам, членам Большого гражданского собрания посвящает на Новый 1849 год их усердный карточный служитель : [Стихотворение].","nlr"
"47","658_NA_Швейцар большого гражданского общества имеет честь поздравить почтеннейших гг. посетителей онаго с наступающим новым 1849 годом : [Стихотворение]","nlr"
"48","660_NA_Верноподданнический привет августейшим новобрачным в незабвенный день бракосочетания ... государя великого князя Константина Николаевича с ... великою княжною Александрою Иосифовною : [Стихотворение]","nlr"
"49","661_NA_Чувство русского сердца в радостный день бракосочетания его императорского высочества государя великого князя Константина Николаевича с великою княжною Александрою Саксен-Альтенбургскою : [Стихотворение]","nlr"
"50","662_NA_Сочинение в стихах Лейб-гвардии конного полка рядового N...","nlr"
"51","664_NA_Стихи старшинам, членам и гостям Московского купеческого собрания на 1849-й год, от швейцара.","nlr"
"52","666_Фирке И._Почтеннейшим господам членам Малого танцевального собрания от карточного слуги Ивана Фирке ... с Новым 1849 годом","nlr"
"53","668_Вяземский П._Приветствие В.А. Жуковскому, 29-го января 1849 года, в день рождения его и в память совершившегося пятидесятилетия его литературной деятельности : [Стихотворение] / Князь Вяземский","nlr"
"54","668_Вяземский П._Приветствие В.А. Жуковскому, 29-го января 1849 года, в день рождения его и в память совершившегося пятидесятилетия его литературной деятельности : [Стихотворение] / Князь Вяземский","rsl"
"55","668_Вяземский П._Приветствие В.А. Жуковскому, 29-го января 1849 года, в день рождения его и в память совершившегося пятидесятилетия его литературной деятельности : [Стихотворение] / Князь Вяземский","rozanov"
"56","668_Вяземский П._Приветствие В.А. Жуковскому, 29-го января 1849 года, в день рождения его и в память совершившегося пятидесятилетия его литературной деятельности : [Стихотворение] / Князь Вяземский","us_harvard"
"57","691_Шереметевский П.В._Новоселье русского царя в Москве белокаменной 3-го апреля 1849 : [Стихотворение]","nlr"
"58","693_И.С._Не унывай : [Стихотворение]","nlr"
"59","693_И.С._Не унывай : [Стихотворение]","rsl"
"60","694_NA_На Новый 1850 год : [Стихотворение]","nlr"
"61","696_Берг Н._Сокольники : Послание к друзьям по выздоровлении : Стихотворение / [Соч.] Н. Берга.","nlr"
"62","696_Берг Н._Сокольники : Послание к друзьям по выздоровлении : Стихотворение / [Соч.] Н. Берга.","rsl"
"63","697_NA_[Поздравительные стихи] : № 1-3","nlr"
"64","699_А.Б._Двенадцать по себе малюток неутешных; Донской монастырь: [Стихотворения]","nlr"
"65","700_Пелрашкевич Б._Сын Руси : Стихотворение Б. Перлашкевича","nlr"
"66","701_Ермолаев Д._Стихи на новый 1850 год.","nlr"
"67","702_Аксеновский Д._На рождение его императорского высочества князя Сергея Максимилиановича 8-го декабря 1849 года : [Стихотворение] / Соч. Дмитрия Аксеновского, придворного мастера водоочистительных машин.","nlr"
"68","704_NA_Высокопочтенным господам членам Большого Бюргер-клуба посвящает на Новый 1850 год их усердный карточный служитель : [Стихотворение].","nlr"
"69","705_Глебов А._Прощальный привет родине : Два стихотворения Александра Глебова","nlr"
"70","706_Лебедев В._Глас скорби о кончине его императорского величества великого князя Михаила Павловича 28 авг. 1849 г : [Стихотворение]","nlr"
"71","707_Гейнике Р._На новый 1850 год усердное приношение г. г. членам Большого мещанского общества от преданного им буфетчика : [Стихотворение]","nlr"
"72","711_Полонский С.А._Стихи по случаю празднования юбилея 50-ти летней службы инспектора классов Морского кадетского корпуса контр-адмирала Марка Филипповича Горкавенко, 19 мая 1849 года.","nlr"
"73","712_Звиногродский М._Печальное воспоминание верноподданных сынов отечества о смерти его императорского высочества великого князя Михаила Павловича, равно и великих его добродетелях, трудах и подвигах, понесенных в пользу государственного престола и отечества, в которых он трудился до последней минуты жизни своей, сочиненное стихами верноподданным канцеляристом Михаилом Звиногродским сентября 12 дня 1849 года.","nlr"
"74","713_Фирке И._Почтеннейшим господам членам Малого танцевального собрания от карточного слуги Ивана Фирке ... на Новый 1850 год.","nlr"
"75","719_Фирке И._Почтеннейшим господам членам Малого танцевального собрания от карточного слуги Ивана Фирке ... на Новый 1850 год.","nlr"
"76","720_Левицкий И._Стих во честь его преосвященства Григорие Ахимовича … во день восшествия его на престол владычий епархии Перемыской дня 25 марта 1849 … Иосифом Левицким сложенный","pl_bn"
"77","732_Егор Валерьянов_Господам старшинам, членам и гостям Московского немецкого бюргер-клуба приветствие... Валерьянов : От швейцара Егора Валерьянова : [Стихотворение]; Егор. ... на 1850 год.","nlr"
"78","736_NA_Ты хороша : [Стихотворение]","nlr"
"79","737_NA_Летний бал : [Стихотворение]","nlr"
"80","738_NA_Аделаиде Басседжио : [Стихотворение: Звуки небесные лиры Орфея…]","nlr"
"81","739_NA_А. Басседжио : [Стихотворение: Явилась ты, и твой приход…]","nlr"
"82","740_NA_К А. Басседжио : [Стихотворение]","nlr"
"83","741_Марковский М._Господам членам благородного танцовального собрания : [Стихотворение]","nlr"
"84","744_Шереметевский П.В._Новый год. Тысяча восемьсот пятьдесят первый : [Стихотворение]","nlr"
"85","745_NA_""Здесь, где морем вечно льется..."" : [Стихотворение]","nlr"
"86","748_Берг Н._Фанни Эльсслер : (В день ее отъезда из Москвы) : [Стихотворение].","nlr"
"87","750_Попов Г.С._К портрету князя Александра Николаевича Голицына, над могилою его в Тавриде : [Стихотворение]","nlr"
"88","751_Зенгбуш П._Господам старшим членам и гостям Московского немецкого бюргер-клуба приветствие... от швейцара Петра Зенгбуша : [Стихотворение]. ... на 1851 год","nlr"
"89","752_Аксеновский Д._На крещение его императорского высочества государя великого князя Алексея Александровича 22-го января 1850-го года : [Стихотворение] / Соч. Дмитрия Аксеновского.","nlr"
"90","753_Попов Г._Якову Ивановичу Ростовцову, при праздновании выпуска из Лицея питомца, им определенного Гаврилова 1-го : [Стихотворение]","nlr"
"91","756_Гейнике Р._На новый... усердное приношение почтенным г.г. членам С.-Петербургского немецкого собрания от преданного им буфетчика Роберта Гейнике … 1851-й год.","nlr"
"92","757_Полонский С._Стихи на кончину статс-секретаря члена Государственного совета, Василия Яковлевича Ханыкова.","nlr"
